,x,left1,left2,right
78,0.7821212121212121,0.4178920394175871,0.2857976663332947,1.2317104783362414
79,0.792020202020202,0.42360076889372117,0.2998668625814873,1.228233752177033
80,0.8019191919191919,0.4298040482163302,0.3145719982393458,1.2201016255933606
81,0.8118181818181818,0.43656119607404675,0.3299935144284206,1.2071923942673708
82,0.8217171717171717,0.44394273485477714,0.34622628370532016,1.1893900085866786
83,0.8316161616161616,0.45203324235015047,0.36338324676079253,1.1665848309894666
84,0.8415151515151514,0.46093515093880433,0.38160024410743415,1.1386745450984075
85,0.8514141414141414,0.4707738913538622,0.40104254019575686,1.1055652600780923
86,0.8613131313131313,0.48170498404557227,0.42191379397954815,1.0671728699714085
87,0.8712121212121212,0.49392401737362673,0.4444686482714943,1.0234247518878636
88,0.8811111111111111,0.5076810182333679,0.4690308137889811,0.9742619234662319
89,0.891010101010101,0.5233017091974808,0.49601974976888563,0.9196418370358228
90,0.9009090909090909,0.5412199432523416,0.5259912682602234,0.8595420797796418
91,0.9108080808080807,0.5620290329026713,0.5597016244824184,0.7939654030784099
92,0.9207070707070707,0.5865665974062857,0.5982131811776034,0.722946773798521
93,0.9306060606060605,0.6160624471491727,0.6430780906865395,0.6465636387378572
94,0.9405050505050505,0.6524139090599839,0.696679357108791,0.5649515776865797
95,0.9504040404040404,0.6987436524302809,0.7629199864524387,0.47832963071785445
96,0.9603030303030302,0.760665014747559,0.8487819104963251,0.3870446180264712
97,0.9702020202020202,0.8496500863014766,0.9684638972116337,0.29165764486950324
98,0.98010101010101,0.9945324474550095,1.157471791133542,0.19314330255653686
99,0.99,1.3043844908980338,1.549389274981332,0.09350391009485816
